start	end	F2:HeadMovement	F2:janej	F2:yes	F2:no	F2:word01	F2:Face	F2:pitch	M4:pitch	F2:intensity	M4:intensity	F2:x-pos	F2:y-pos	F2:weight	F2:velocity-r	F2:velocity-clock	F2:velocity-x	F2:velocity-y	F2:acceleration-r	F2:acceleration-clock	F2:acceleration-x	F2:acceleration-y	F2:jerk-r	F2:jerk-clock	F2:jerk-x	F2:jerk-y
40920	40928	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.065342733475276	44.065342733475276	185.985000	93.777400	0.848412	0.940685	9	-0.938567	-0.063088	0.288060	3	0.282166	0.057975	0.022212	2	0.018714	-0.011964
40924	40928	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.065342733475276	44.065342733475276	181.997000	94.768700	0.851925	0.361713	9	-0.358650	-0.046972	0.285312	3	0.284669	0.019144	0.008456	10	-0.008006	-0.002722
40928	40936	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	35.38273449610383	35.38273449610383	182.033000	94.756200	0.838623	0.088988	4	0.073750	0.049798	0.223481	3	0.216952	0.053624	0.028475	8	-0.027023	0.008977
40932	40939	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	40.08447845891531	40.08447845891531	186.980000	93.786600	0.856363	0.440210	4	0.393117	0.198102	0.155359	4	0.137935	0.071487	0.030598	9	-0.030138	0.005285
40936	40939	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	40.08447845891531	40.08447845891531	187.983000	93.783300	0.893761	0.742721	4	0.647900	0.363125	0.101311	5	0.064140	0.078421	0.031064	9	-0.030753	0.004384
40940	40944	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	35.1296687228354	35.1296687228354	187.965000	93.777900	0.879847	0.922626	4	0.798383	0.462410	0.092162	7	-0.036754	0.084516	0.025048	9	-0.024812	-0.003430
40944	40952	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	45.9277165067856	45.9277165067856	187.956000	94.760000	0.869159	0.860076	5	0.569000	0.644957	0.138776	8	-0.119520	0.070526	0.011796	12	-0.000944	-0.011758
40948	40956	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.35375114973668	44.35375114973668	187.966000	96.743700	0.858123	0.792748	5	0.227283	0.759468	0.061745	8	-0.058782	0.018897	0.038441	2	0.033386	-0.019055
40952	40956	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.35375114973668	44.35375114973668	188.019000	97.743300	0.880158	0.791736	5	0.309517	0.728728	0.115834	2	0.106908	-0.044589	0.037580	2	0.033646	-0.016740
40956	40960	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.75631649384007	44.75631649384007	188.997000	97.741800	0.886117	0.911839	4	0.674783	0.613285	0.175229	2	0.155605	-0.080576	0.011963	2	0.009450	-0.007336
40960	40962	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	43.5991332581408	43.5991332581408	189.037000	98.742700	0.892834	1.074795	4	0.991167	0.415660	0.177955	2	0.150556	-0.094872	0.007579	9	-0.007510	0.001020
40964	40972	Waggle		0	0	0	Smile	142.63524247466478	142.63524247466478	29.89703913473164	29.89703913473164	189.067000	98.731300	0.874606	1.258225	3	1.239467	0.216457	0.126248	2	0.101048	-0.075682	0.017583	8	-0.016866	0.004971
40968	40972	Waggle		0	0	0	Smile	142.63524247466478	142.63524247466478	29.89703913473164	29.89703913473164	191.001000	98.758300	0.862370	1.344492	3	1.339500	0.115755	0.072249	1	0.043579	-0.057626	0.024193	9	-0.023531	0.005620
40972	40976	Waggle		0	0	0	Smile	142.63524247466478	142.63524247466478	26.914289329436293	26.914289329436293	194.998000	98.734800	0.859326	1.354468	3	1.354467	0.002170	0.055149	11	-0.027159	-0.047998	0.024631	9	-0.024413	0.003276
40976	40979	Waggle		0	0	0	Smile	142.63524247466478	142.63524247466478	27.86399905363814	27.86399905363814	196.041000	98.746700	0.906667	1.289482	3	1.284567	-0.112487	0.097655	10	-0.089142	-0.039876	0.020474	8	-0.019201	0.007105
40980	40988	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	46.597424354389894	46.597424354389894	197.050000	98.737600	0.902908	1.077816	3	1.068100	-0.144392	0.147554	9	-0.147551	0.000952	0.011705	7	-0.007305	0.009146
40984	40988	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	46.597424354389894	46.597424354389894	197.087000	98.729900	0.885438	0.712624	3	0.705867	-0.097902	0.150412	9	-0.149321	0.018088	0.009197	4	0.007440	0.005407
40988	40992	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	41.11747834534475	41.11747834534475	198.025000	97.783700	0.874958	0.421733	3	0.419050	-0.047495	0.104342	8	-0.100311	0.028722	0.017307	3	0.017005	0.003218
40992	41000	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.50569645770458	34.50569645770458	198.031000	97.779600	0.872502	0.332469	3	0.332467	0.001265	0.048450	8	-0.036251	0.032145	0.010717	3	0.010717	-0.000020
40996	41004	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	40.10539889492791	40.10539889492791	198.041000	97.779200	0.869050	0.268665	3	0.263583	0.052008	0.050783	8	-0.041837	0.028786	0.004243	1	0.002850	-0.003144
41000	41004	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	40.10539889492791	40.10539889492791	198.068000	98.728500	0.859911	0.193162	4	0.164783	0.100787	0.031016	8	-0.025190	0.018097	0.013134	2	0.011924	-0.005507
41004	41008	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.6443928921863	34.6443928921863	199.032000	98.752800	0.863328	0.189150	5	0.118033	0.147803	0.030553	3	0.030545	0.000698	0.016892	2	0.014191	-0.009163
41008	41012	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	28.48722892946883	28.48722892946883	199.047000	98.756100	0.856894	0.335721	4	0.315467	0.114845	0.090217	2	0.080843	-0.040044	0.014803	2	0.012918	-0.007229
41012	41016	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	29.76705209809403	29.76705209809403	199.021000	98.776300	0.871739	0.514067	3	0.514067	0.000530	0.109760	2	0.098334	-0.048761	0.002439	3	0.002432	-0.000184
41016	41020	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	30.157425661203582	30.157425661203582	198.056000	98.765600	0.878151	0.705036	3	0.695517	-0.115468	0.093365	2	0.083772	-0.041224	0.006662	9	-0.006609	0.000843
41020	41024	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.49816108521357	34.49816108521357	199.042000	98.755800	0.864226	0.795470	3	0.780800	-0.152065	0.060873	2	0.050305	-0.034276	0.015249	8	-0.013973	0.006107
